Order_ID,Order_CreateDate,Order_PickupDate,Order_PickupStore,Order_ReturnDate,Order_ReturnStore,Customer_ID,Car_ID
3,20050703,20050703,3,20050711,16,11014,14806
4,20050704,20050704,12,20050709,8,11012,14816
5,20050705,20050705,5,20050710,5,11011,14810
6,20050706,20050709,6,20050715,25,11011,14812
7,20050707,20050707,7,20050715,14,11014,14814
8,20050708,20050709,8,20050716,29,11016,14816
9,20050709,20050709,9,20050718,18,11014,14818
11,20050711,20050711,11,20050716,13,11059,14811
12,20050712,20050715,25,20050813,25,11017,14812
14,20050714,20050715,14,20050719,14,11055,14814
15,20050715,20050715,15,20050724,15,11056,14815
16,20050716,20050716,29,20050817,29,11052,14816
18,20050718,20050718,18,20050723,18,11055,14818
19,20050719,20050720,14,20050810,14,11017,14819
20,20050720,20050723,15,20050804,35,11052,14835
22,20050722,20050722,17,20050808,39,11018,14839
23,20050723,20050723,15,20050807,25,11015,14838
24,20050724,20050727,19,20050812,19,11018,14843
25,20050725,20050725,25,20050814,5,11016,14850
26,20050726,20050729,21,20050814,21,11018,14847
27,20050727,20050727,19,20050812,3,11051,14846
29,20050729,20050729,29,20050818,9,11016,14858
30,20050730,20050730,30,20050820,10,11016,14860
31,20050731,20050731,21,20050824,24,11012,14831
32,20050801,20050804,21,20050806,21,11015,14832
33,20050802,20050802,33,20050807,15,11019,14833
34,20050803,20050803,21,20050824,21,11057,14834
35,20050804,20050804,35,20050813,35,11056,14835
36,20050805,20050805,23,20050826,23,11057,14836
37,20050806,20050806,37,20050815,37,11013,14837
38,20050807,20050807,25,20050828,25,11012,14838
39,20050808,20050808,39,20050816,9,11014,14839
40,20050809,20050810,40,20050921,15,11013,14880
41,20050810,20050810,1,20050819,1,11016,14842
42,20050811,20050814,13,20050816,13,11015,14855
43,20050812,20050812,3,20050817,10,11059,14846
44,20050813,20050816,15,20050828,19,11051,14859
45,20050814,20050814,5,20050823,5,11053,14850
46,20050815,20050815,17,20050901,23,11051,14863
47,20050816,20050816,7,20050824,14,11053,14854
48,20050817,20050818,22,20050908,30,11017,14870
49,20050818,20050818,9,20050827,18,11053,14858
50,20050819,20050820,10,20050829,11,11050,14860
51,20050820,20050821,22,20050825,22,11015,14851
52,20050821,20050821,23,20050907,16,11015,14852
53,20050822,20050822,9,20050910,9,11018,14853
54,20050823,20050824,14,20050912,14,11053,14854
55,20050824,20050824,24,20050915,24,11012,14831
56,20050825,20050826,16,20050910,14,11019,14856
57,20050826,20050826,13,20050914,13,11018,14857
58,20050827,20050827,18,20050912,18,11011,14858
59,20050828,20050828,19,20050913,9,11019,14859
60,20050829,20050829,11,20050910,11,11012,14860
61,20050830,20050830,17,20050918,21,11054,14861
63,20050901,20050901,23,20050910,23,11053,14863
64,20050902,20050902,17,20050923,17,11052,14864
65,20050903,20050903,18,20050911,25,11054,14865
66,20050904,20050905,26,20050913,26,11056,14866
67,20050905,20050905,27,20050910,27,11011,14867
68,20050906,20050907,16,20050907,17,11057,14852
69,20050907,20050907,17,20050928,17,11057,14852
70,20050908,20050908,30,20050913,30,11055,14870
71,20050909,20050909,31,20050914,31,11011,14871
72,20050910,20050911,32,20051001,21,11010,14872
73,20050911,20050911,23,20050916,23,11015,14873
74,20050912,20050915,24,20050917,24,11015,14874
75,20050913,20050914,28,20051014,28,11017,14875
76,20050914,20050915,26,20050919,26,11015,14876
77,20050915,20050915,37,20050924,37,11013,14877
78,20050916,20050917,38,20050924,13,11014,14878
79,20050917,20050917,39,20050925,14,11014,14879
80,20050918,20050921,15,20051019,15,11017,14880
81,20050919,20050919,13,20050924,13,11051,14881
82,20050920,20050920,12,20051011,12,11057,14882
83,20050921,20050921,3,20050926,3,11055,14883
84,20050922,20050923,4,20051010,4,11010,14884
85,20050923,20050924,20,20051014,20,11052,14885
87,20050925,20050925,7,20051013,7,11058,14887
330,20060526,20060526,29,20060617,29,11352,15130
331,20060527,20060527,25,20060529,26,11312,15106
332,20060528,20060529,26,20060619,26,11312,15106
333,20060529,20060529,14,20060612,16,11318,15119
334,20060530,20060530,14,20060618,14,11350,15128
335,20060531,20060531,16,20060612,16,11317,15119
336,20060601,20060602,16,20060604,19,11314,15129
337,20060602,20060603,10,20060603,11,11312,15127
338,20060603,20060603,11,20060622,37,11312,15127
339,20060604,20060604,19,20060620,35,11319,15129
340,20060605,20060605,15,20060616,11,11351,15140
342,20060607,20060608,22,20060706,28,11314,15142
343,20060608,20060608,23,20060613,23,11311,15143
344,20060609,20060612,24,20060618,24,11316,15144
346,20060611,20060612,26,20060616,26,11311,15146
347,20060612,20060613,20,20060713,20,11312,15147
348,20060613,20060614,26,20060714,26,11317,15148
349,20060614,20060614,27,20060715,27,11317,15149
350,20060615,20060618,30,20060623,16,11314,15150
351,20060616,20060616,11,20060617,12,11318,15140
352,20060617,20060617,12,20060624,19,11318,15140
353,20060618,20060618,33,20060626,40,11311,15123
354,20060619,20060620,34,20060624,34,11311,15124
355,20060620,20060620,35,20060624,36,11316,15129
356,20060621,20060624,36,20060629,14,11314,15129
357,20060622,20060622,37,20060627,11,11319,15127
358,20060623,20060624,38,20060712,38,11313,15122
359,20060624,20060624,19,20060715,19,11317,15140
360,20060625,20060626,40,20060713,10,11314,15123
361,20060626,20060626,1,20060706,11,11316,15165
362,20060627,20060628,2,20060708,13,11313,15166
364,20060629,20060629,4,20060810,35,11316,15168
365,20060630,20060630,5,20060704,9,11316,15169
367,20060702,20060702,7,20060713,18,11316,15161
368,20060703,20060704,8,20060710,12,11313,15162
369,20060704,20060704,9,20060710,15,11311,15169
370,20060705,20060706,28,20060726,28,11317,15142
371,20060706,20060706,11,20060712,12,11313,15165
372,20060707,20060710,12,20060712,8,11319,15162
373,20060708,20060708,13,20060712,16,11314,15166
374,20060709,20060710,14,20060717,14,11318,15167
375,20060710,20060710,15,20060714,19,11313,15169
376,20060711,20060712,16,20060718,23,11319,15166
377,20060712,20060712,12,20060717,17,11312,15165
378,20060713,20060713,18,20060716,21,11310,15161
379,20060714,20060714,19,20060722,26,11319,15169
380,20060715,20060716,20,20060724,29,11310,15163
381,20060716,20060716,21,20060721,9,11319,15161
382,20060717,20060717,17,20060721,19,11312,15165
383,20060718,20060718,23,20060728,12,11318,15166
384,20060719,20060722,19,20060721,20,11312,15165
385,20060720,20060721,20,20060723,23,11312,15165
386,20060721,20060722,26,20060814,36,11318,15169
387,20060722,20060722,27,20060810,11,11314,15160
388,20060723,20060723,23,20060726,31,11312,15165
389,20060724,20060724,29,20060813,29,11313,15163
390,20060725,20060728,12,20060728,33,11318,15166
391,20060726,20060726,31,20060815,31,11313,15165
392,20060727,20060727,11,20060816,31,11315,15181
393,20060728,20060728,33,20060816,33,11310,15166
395,20060730,20060730,35,20060818,35,11310,15168
396,20060731,20060731,36,20060819,36,11310,15169
397,20060801,20060801,11,20060802,12,11312,15186
398,20060802,20060802,12,20060823,12,11312,15186
399,20060803,20060803,15,20060808,15,11315,15184
400,20060804,20060805,16,20060813,9,11315,15209
401,20060805,20060805,1,20060813,1,11410,15201
402,20060806,20060807,2,20060821,14,11419,15202
403,20060807,20060807,3,20060812,3,11415,15203
404,20060808,20060809,4,20060819,15,11410,15204
405,20060809,20060809,5,20060908,34,11418,15205
407,20060811,20060811,23,20060819,14,11411,15207
408,20060812,20060813,8,20060823,19,11416,15208
409,20060813,20060813,9,20060822,9,11416,15209
410,20060814,20060814,29,20060915,29,11412,15210
411,20060815,20060815,11,20060821,17,11419,15200
412,20060816,20060816,31,20060917,31,11412,15181
414,20060818,20060819,14,20060909,36,11416,15207
415,20060819,20060819,15,20060906,33,11419,15204
416,20060820,20060821,14,20060825,14,11411,15202
417,20060821,20060821,17,20060906,32,11413,15200
418,20060822,20060822,19,20060910,18,11414,15199
419,20060823,20060823,19,20060828,13,11419,15208
420,20060824,20060825,20,20060904,11,11418,15220
421,20060825,20060825,21,20060914,21,11416,15221
422,20060826,20060827,20,20060911,20,11411,15222
423,20060827,20060827,23,20060908,12,11418,15223
424,20060828,20060828,24,20060926,14,11415,15224
425,20060829,20060829,26,20060925,26,11412,15225
426,20060830,20060830,24,20060915,24,11411,15226
427,20060831,20060831,25,20060916,25,11411,15227
428,20060901,20060902,28,20060910,28,11413,15228
429,20060902,20060902,24,20060907,24,11411,15229
430,20060903,20060903,30,20060912,30,11416,15230
431,20060904,20060904,11,20060912,19,11414,15220
432,20060905,20060906,32,20060912,38,11415,15200
433,20060906,20060906,33,20060914,33,11418,15204
434,20060907,20060908,34,20060910,37,11410,15205
435,20060908,20060908,12,20060913,12,11411,15223
436,20060909,20060909,36,20060917,36,11418,15207
437,20060910,20060910,37,20060915,37,11415,15205
438,20060911,20060912,38,20060920,38,11416,15200
439,20060912,20060912,19,20060920,39,11414,15220
440,20060913,20060914,40,20060914,1,11418,15241
441,20060914,20060914,1,20060926,13,11418,15241
442,20060915,20060916,2,20060928,14,11415,15242
443,20060916,20060916,3,20060928,15,11416,15243
444,20060917,20060918,4,20061006,22,11410,15244
445,20060918,20060918,25,20061010,27,11412,15245
446,20060919,20060922,6,20060928,6,11416,15246
447,20060920,20060920,7,20061002,19,11419,15247
448,20060921,20060922,28,20061012,10,11412,15248
449,20060922,20060922,9,20061010,17,11415,15249
450,20060923,20060926,12,20061011,10,11414,15250
451,20060924,20060925,26,20061015,26,11417,15225
452,20060925,20060926,14,20061016,14,11412,15224
453,20060926,20060926,13,20061012,29,11419,15241
454,20060927,20060928,14,20061010,24,11419,15242
455,20060928,20060928,15,20061012,13,11415,15243
456,20060929,20060929,13,20061003,17,11417,15243
457,20060930,20060930,17,20061008,25,11416,15249
458,20061001,20061001,18,20061010,18,11413,15240
459,20061002,20061002,19,20061018,35,11419,15247
460,20061003,20061003,17,20061004,18,11411,15243
461,20061004,20061004,18,20061007,20,11411,15243
462,20061005,20061006,22,20061010,26,11416,15244
463,20061006,20061007,20,20061016,32,11411,15243
464,20061007,20061010,24,20061016,30,11419,15242
465,20061008,20061008,25,20061014,31,11412,15249
466,20061009,20061010,26,20061014,26,11415,15244
467,20061010,20061010,27,20061016,33,11415,15245
468,20061011,20061012,10,20061019,28,11414,15248
469,20061012,20061012,29,20061024,40,11416,15241
470,20061013,20061016,30,20061018,16,11413,15242
471,20061014,20061014,31,20061019,31,11415,15249
472,20061015,20061016,32,20061023,32,11410,15243
473,20061016,20061016,33,20061020,37,11413,15245
474,20061017,20061018,16,20061025,34,11414,15242
475,20061018,20061018,35,20061022,36,11413,15247
476,20061019,20061022,36,20061027,36,11418,15247
477,20061020,20061020,37,20061025,37,11415,15245
478,20061021,20061021,17,20061022,18,11411,15261
479,20061022,20061022,18,20061028,24,11411,15261
480,20061023,20061024,40,20061111,40,11410,15241
481,20061024,20061024,1,20061026,3,11410,15280
482,20061025,20061028,19,20061027,21,11417,15263
483,20061026,20061026,3,20061110,7,11410,15280
484,20061027,20061027,21,20061108,16,11417,15263
485,20061028,20061028,24,20061112,25,11411,15261
486,20061029,20061029,25,20061103,30,11411,15261
487,20061030,20061030,7,20061112,8,11418,15280
488,20061031,20061031,8,20061103,10,11415,15280
489,20061101,20061101,25,20061106,25,11411,15264
490,20061102,20061103,10,20061105,13,11418,15280
491,20061103,20061103,30,20061107,31,11412,15261
492,20061104,20061107,31,20061125,31,11412,15261
493,20061105,20061105,13,20061109,16,11415,15280
494,20061106,20061109,12,20061111,18,11459,15282
495,20061107,20061108,16,20061128,16,11412,15263
496,20061108,20061109,16,20061129,36,11413,15280
497,20061109,20061109,13,20061210,13,11417,15284
498,20061110,20061110,19,20061118,18,11414,15260
499,20061111,20061112,20,20061119,19,11414,15259
500,20061112,20061115,21,20061210,18,11412,15300
501,20061113,20061113,21,20061118,14,11559,15301
502,20061114,20061114,18,20061215,18,11552,15302
503,20061115,20061115,23,20061120,8,11559,15303
504,20061116,20061119,24,20061124,13,11554,15304
505,20061117,20061118,26,20061218,26,11557,15305
506,20061118,20061119,26,20061127,26,11556,15306
507,20061119,20061119,27,20061127,16,11554,15307
508,20061120,20061121,28,20061128,28,11550,15308
509,20061121,20061121,29,20061129,29,11550,15309
510,20061122,20061125,30,20061210,11,11554,15310
511,20061123,20061124,14,20061126,15,11557,15297
512,20061124,20061127,15,20061126,16,11557,15297
513,20061125,20061126,16,20061126,17,11557,15297
514,20061126,20061126,17,20061127,18,11558,15297
515,20061127,20061127,18,20061215,18,11558,15297
516,20061128,20061128,36,20061129,37,11556,15280
517,20061129,20061129,37,20061201,39,11550,15280
518,20061130,20061130,18,20061215,18,11535,15300
519,20061201,20061201,39,20061209,39,11550,15280
520,20061202,20061203,40,20061209,7,11551,15327
521,20061203,20061203,1,20070108,18,11551,15321
522,20061204,20061205,20,20061213,11,11535,15322
523,20061205,20061205,24,20061219,16,11558,15323
524,20061206,20061207,4,20061215,13,11556,15324
525,20061207,20061207,5,20061217,15,11553,15325
526,20061208,20061208,6,20070112,40,11559,15326
527,20061209,20061209,7,20070102,31,11554,15327
528,20061210,20061211,8,20061220,18,11553,15328
529,20061211,20061211,9,20061221,19,11554,15329
530,20061212,20061213,10,20061221,10,11553,15330
531,20061213,20061213,11,20061222,11,11553,15322
532,20061214,20061214,15,20061216,17,11558,15317
533,20061215,20061215,13,20061219,17,11553,15324
534,20061216,20061216,17,20070117,17,11557,15317
535,20061217,20061217,15,20061225,15,11550,15325
536,20061218,20061219,16,20070106,34,11551,15323
537,20061219,20061219,17,20070106,35,11551,15324
538,20061220,20061220,18,20070110,39,11550,15328
539,20061221,20061221,19,20061229,19,11550,15329
540,20061222,20061223,20,20070108,16,11535,15340
541,20061223,20061223,21,20061228,21,11551,15341
542,20061224,20061225,26,20070113,26,11513,15342
543,20061225,20061225,23,20070105,9,11514,15343
544,20061226,20061226,24,20070114,24,11518,15344
545,20061227,20061227,25,20070112,11,11519,15345
546,20061228,20061228,29,20070119,11,11517,15346
547,20061229,20061229,9,20070114,13,11519,15347
548,20061230,20061230,28,20070115,28,11551,15348
549,20061231,20061231,29,20070119,29,11550,15349
550,20070101,20070101,30,20070109,30,11550,15350
551,20070102,20070102,31,20070107,31,11515,15327
552,20070103,20070106,9,20070105,10,11519,15343
553,20070104,20070105,10,20070118,21,11519,15343
554,20070105,20070106,34,20070113,34,11518,15323
556,20070107,20070108,16,20070118,26,11512,15340
557,20070108,20070108,18,20070117,18,11513,15321
558,20070109,20070110,38,20070114,38,11511,15324
559,20070110,20070110,39,20070118,39,11518,15328
560,20070111,20070112,40,20070116,40,11511,15326
561,20070112,20070112,1,20070203,22,11515,15367
562,20070113,20070113,23,20070122,23,11516,15316
563,20070114,20070114,3,20070124,13,11511,15369
564,20070115,20070118,21,20070120,11,11519,15343
565,20070116,20070116,5,20070123,10,11511,15361
566,20070117,20070118,26,20070118,27,11517,15340
567,20070118,20070118,27,20070120,29,11512,15340
568,20070119,20070119,11,20070128,11,11516,15346
569,20070120,20070120,29,20070210,18,11512,15340
570,20070121,20070122,10,20070213,12,11515,15366
571,20070122,20070123,10,20070126,12,11519,15361
572,20070123,20070126,12,20070127,14,11514,15361
573,20070124,20070124,13,20070212,20,11515,15369
574,20070125,20070126,14,20070128,17,11514,15363
575,20070126,20070127,14,20070202,20,11519,15361
576,20070127,20070127,18,20070218,18,11512,15340
577,20070128,20070128,17,20070219,38,11515,15363
578,20070129,20070129,18,20070205,25,11515,15364
579,20070130,20070130,19,20070209,10,11518,15368
580,20070131,20070131,20,20070207,9,11514,15369
581,20070201,20070202,20,20070204,22,11517,15361
582,20070202,20070203,22,20070207,22,11511,15367
583,20070203,20070204,22,20070204,23,11517,15361
584,20070204,20070204,23,20070206,25,11510,15361
585,20070205,20070205,25,20070214,25,11513,15364
586,20070206,20070206,25,20070210,28,11512,15361
587,20070207,20070207,9,20070211,31,11513,15369
588,20070208,20070209,10,20070217,10,11516,15368
589,20070209,20070210,28,20070212,31,11512,15361
590,20070210,20070213,12,20070219,12,11513,15366
591,20070211,20070211,31,20070215,34,11514,15369
592,20070212,20070212,31,20070213,33,11517,15361
593,20070213,20070213,33,20070221,33,11518,15361
594,20070214,20070215,34,20070219,34,11515,15369
595,20070215,20070215,35,20070220,35,11511,15360
596,20070216,20070216,17,20070317,17,11512,15362
597,20070217,20070217,37,20070225,37,11514,15365
598,20070218,20070219,38,20070223,38,11511,15363
599,20070219,20070219,21,20070228,21,11513,15357
600,20070220,20070221,40,20070228,40,11514,15400
88,20050926,20050926,23,20051017,23,11052,14888
89,20050927,20050927,21,20051012,21,11051,14889
90,20050928,20050929,20,20051019,20,11057,14890
91,20050929,20050929,11,20051017,10,11014,14891
93,20051001,20051001,21,20051007,26,11012,14872
95,20051003,20051003,25,20051008,25,11015,14895
96,20051004,20051005,26,20051009,26,11051,14896
97,20051005,20051005,17,20051013,14,11014,14897
98,20051006,20051007,26,20051027,26,11012,14872
99,20051007,20051008,14,20051028,14,11017,14899
100,20051008,20051009,20,20051017,20,11016,14900
101,20051009,20051009,21,20051018,21,11113,14901
102,20051010,20051010,17,20051018,22,11114,14902
103,20051011,20051011,18,20051022,10,11114,14903
104,20051012,20051015,24,20051021,24,11116,14904
105,20051013,20051013,25,20051018,25,11115,14905
106,20051014,20051014,21,20051025,10,11112,14906
107,20051015,20051015,27,20051024,27,11113,14907
108,20051016,20051017,20,20051021,20,11111,14908
109,20051017,20051017,29,20051022,15,11119,14909
110,20051018,20051021,25,20051119,25,11112,14910
111,20051019,20051019,21,20051110,21,11117,14911
112,20051020,20051021,32,20051025,10,11119,14912
113,20051021,20051022,10,20051026,14,11114,14903
114,20051022,20051023,26,20051027,26,11111,14914
115,20051023,20051023,35,20051028,35,11115,14915
116,20051024,20051025,10,20051108,25,11111,14906
117,20051025,20051026,14,20051026,15,11114,14903
118,20051026,20051026,15,20051028,16,11112,14903
119,20051027,20051028,16,20051115,39,11114,14903
120,20051028,20051028,12,20051110,13,11117,14920
121,20051029,20051029,18,20051117,1,11114,14921
122,20051030,20051030,2,20051118,2,11158,14922
123,20051031,20051031,3,20051112,9,11116,14923
124,20051101,20051101,15,20051112,10,11111,14924
125,20051102,20051102,5,20051111,5,11116,14925
126,20051103,20051104,20,20051124,20,11112,14926
127,20051104,20051104,7,20051128,24,11115,14927
128,20051105,20051106,8,20051113,8,11158,14928
129,20051106,20051107,20,20051201,25,11159,14929
130,20051107,20051107,24,20051115,10,11114,14930
131,20051108,20051108,25,20051114,31,11157,14906
132,20051109,20051112,9,20051115,15,11156,14923
133,20051110,20051110,13,20051114,16,11158,14920
134,20051111,20051112,10,20051112,11,11114,14924
135,20051112,20051112,11,20051210,28,11150,14924
136,20051113,20051114,16,20051116,19,11119,14920
137,20051114,20051114,31,20051215,31,11157,14906
138,20051115,20051115,15,20051124,15,11156,14923
139,20051116,20051116,19,20051206,36,11151,14920
140,20051117,20051118,20,20051122,20,11155,14940
141,20051118,20051118,21,20051210,12,11154,14941
142,20051119,20051119,18,20051210,18,11152,14942
143,20051120,20051120,23,20051202,12,11154,14943
144,20051121,20051124,21,20051206,14,11153,14944
145,20051122,20051122,25,20051211,25,11116,14945
146,20051123,20051124,26,20051128,26,11155,14946
147,20051124,20051124,18,20051205,10,11117,14947
148,20051125,20051126,28,20051210,11,11119,14948
149,20051126,20051127,26,20051215,26,11153,14949
150,20051127,20051127,30,20051215,30,11154,14950
151,20051128,20051128,24,20051213,24,11111,14927
152,20051129,20051129,28,20051210,28,11157,14924
153,20051130,20051130,12,20051219,12,11153,14941
154,20051201,20051201,25,20051206,25,11111,14929
155,20051202,20051202,12,20051207,16,11156,14943
156,20051203,20051206,36,20051208,36,11155,14920
157,20051204,20051205,10,20051209,12,11159,14947
158,20051205,20051206,14,20051208,17,11157,14944
159,20051206,20051207,16,20051207,17,11156,14943
160,20051207,20051207,17,20051211,20,11153,14943
161,20051208,20051208,17,20051212,20,11152,14944
162,20051209,20051210,2,20060103,26,11154,14967
163,20051210,20051211,20,20051215,25,11156,14943
164,20051211,20051212,20,20051218,27,11150,14944
165,20051212,20051212,5,20051222,15,11158,14960
166,20051213,20051213,6,20051219,9,11154,14961
167,20051214,20051214,7,20051224,14,11154,14962
168,20051215,20051215,25,20051224,25,11156,14943
169,20051216,20051216,9,20051224,9,11158,14964
170,20051217,20051220,9,20051219,11,11156,14961
171,20051218,20051218,27,20051220,29,11157,14944
172,20051219,20051219,11,20060111,22,11156,14961
173,20051220,20051220,29,20060111,29,11152,14944
174,20051221,20051222,14,20060101,25,11158,14969
175,20051222,20051222,15,20060110,15,11158,14960
176,20051223,20051224,14,20051224,15,11157,14962
177,20051224,20051224,15,20051226,16,11152,14962
178,20051225,20051226,16,20051226,17,11152,14962
179,20051226,20051226,17,20051228,20,11152,14962
180,20051227,20051228,20,20060110,20,11155,14962
181,20051228,20051228,21,20060103,21,11154,14966
182,20051229,20051229,20,20060115,38,11157,14962
183,20051230,20051230,22,20060106,30,11156,14961
184,20051231,20051231,19,20060116,15,11159,14965
185,20060101,20060101,25,20060105,28,11158,14969
186,20060102,20060103,26,20060106,22,11151,14967
187,20060103,20060103,21,20060112,21,11153,14966
188,20060104,20060105,28,20060109,28,11151,14969
189,20060105,20060106,22,20060107,24,11157,14967
190,20060106,20060106,30,20060111,30,11151,14961
191,20060107,20060107,24,20060110,26,11152,14967
193,20060109,20060110,26,20060112,28,11157,14967
194,20060110,20060113,9,20060112,11,11150,14985
195,20060111,20060112,28,20060212,28,11152,14967
196,20060112,20060112,11,20060113,12,11150,14985
197,20060113,20060113,12,20060121,12,11150,14985
198,20060114,20060115,38,20060122,38,11158,14962
199,20060115,20060115,15,20060124,15,11156,14984
200,20060116,20060117,40,20060121,4,11154,15004
201,20060117,20060117,1,20060203,18,11250,15001
202,20060118,20060119,2,20060123,11,11259,15002
203,20060119,20060119,18,20060211,12,11258,15003
204,20060120,20060121,4,20060129,13,11256,15004
205,20060121,20060121,5,20060127,11,11251,15005
206,20060122,20060125,6,20060211,9,11259,15006
207,20060123,20060123,7,20060212,7,11253,15007
208,20060124,20060124,23,20060224,38,11258,15008
209,20060125,20060125,9,20060202,16,11253,15009
210,20060126,20060127,10,20060211,10,11251,15010
211,20060127,20060127,11,20060211,14,11254,15005
212,20060128,20060128,12,20060224,39,11251,15003
213,20060129,20060129,13,20060214,14,11259,15004
214,20060130,20060130,14,20060218,32,11251,15005
215,20060131,20060131,9,20060220,28,11255,15006
216,20060201,20060202,16,20060218,24,11254,15009
217,20060202,20060202,17,20060210,17,11250,15000
218,20060203,20060203,18,20060216,31,11250,15001
220,20060205,20060206,20,20060210,20,11251,15020
222,20060207,20060208,22,20060212,22,11251,15022
223,20060208,20060208,23,20060217,23,11253,15023
224,20060209,20060212,24,20060310,29,11256,15024
225,20060210,20060210,19,20060218,19,11258,15025
226,20060211,20060211,15,20060312,15,11252,15026
227,20060212,20060212,27,20060221,27,11256,15027
228,20060213,20060214,28,20060222,28,11256,15028
229,20060214,20060214,29,20060219,11,11259,15029
230,20060215,20060218,19,20060316,19,11252,15030
231,20060216,20060216,31,20060221,31,11251,15001
232,20060217,20060218,32,20060225,10,11254,15005
233,20060218,20060218,24,20060220,35,11255,15009
234,20060219,20060220,28,20060222,31,11217,15006
235,20060220,20060220,35,20060228,35,11256,15009
236,20060221,20060224,25,20060312,25,11252,15011
237,20060222,20060222,31,20060313,31,11217,15006
238,20060223,20060224,38,20060228,38,11251,15008
239,20060224,20060224,39,20060313,39,11256,15003
240,20060225,20060228,13,20060315,18,11219,15040
241,20060226,20060227,14,20060312,15,11219,15041
243,20060228,20060228,20,20060308,11,11213,15043
244,20060301,20060302,4,20060405,39,11218,15044
245,20060302,20060302,5,20060320,18,11215,15045
246,20060303,20060304,22,20060328,30,11217,15046
247,20060304,20060304,7,20060312,12,11218,15047
248,20060305,20060305,25,20060320,22,11216,15048
249,20060306,20060306,9,20060324,27,11214,15049
250,20060307,20060307,23,20060312,11,11219,15050
251,20060308,20060308,11,20060314,17,11259,15043
252,20060309,20060312,12,20060313,9,11254,15047
253,20060310,20060310,29,20060411,29,11257,15024
254,20060311,20060314,12,20060318,20,11210,15042
255,20060312,20060312,15,20060316,19,11256,15041
256,20060313,20060313,9,20060319,14,11252,15047
257,20060314,20060314,17,20060323,17,11256,15043
258,20060315,20060315,18,20060324,24,11251,15040
259,20060316,20060316,19,20060324,26,11259,15041
260,20060317,20060318,20,20060410,31,11259,15042
261,20060318,20060319,14,20060410,32,11252,15047
262,20060319,20060320,22,20060403,37,11253,15048
263,20060320,20060320,18,20060323,20,11255,15045
264,20060321,20060324,24,20060326,28,11256,15040
265,20060322,20060323,20,20060326,24,11255,15045
266,20060323,20060324,26,20060411,26,11250,15041
267,20060324,20060324,27,20060329,27,11251,15049
268,20060325,20060326,28,20060401,35,11259,15040
269,20060326,20060326,24,20060411,24,11255,15045
270,20060327,20060327,30,20060328,31,11253,15046
271,20060328,20060328,31,20060412,34,11254,15046
272,20060329,20060329,32,20060405,36,11254,15047
273,20060330,20060330,31,20060411,31,11257,15042
274,20060331,20060331,34,20060416,34,11251,15046
275,20060401,20060401,35,20060410,35,11256,15040
276,20060402,20060405,36,20060407,15,11259,15047
277,20060403,20060403,37,20060408,8,11259,15048
278,20060404,20060404,12,20060415,22,11255,15066
279,20060405,20060405,39,20060414,39,11256,15044
280,20060406,20060406,17,20060413,24,11257,15063
281,20060407,20060407,1,20060513,37,11251,15082
282,20060408,20060409,2,20060417,2,11256,15087
283,20060409,20060409,15,20060411,17,11252,15068
284,20060410,20060411,4,20060419,13,11254,15088
285,20060411,20060411,17,20060512,17,11252,15068
286,20060412,20060412,6,20060419,9,11256,15081
287,20060413,20060413,24,20060416,26,11258,15063
288,20060414,20060415,22,20060419,22,11255,15066
289,20060415,20060416,26,20060423,31,11258,15063
290,20060416,20060419,9,20060424,17,11258,15081
291,20060417,20060417,11,20060507,31,11250,15085
292,20060418,20060418,12,20060515,39,11251,15083
293,20060419,20060419,13,20060423,17,11256,15088
294,20060420,20060423,31,20060511,31,11257,15063
295,20060421,20060421,11,20060426,11,11255,15084
296,20060422,20060423,16,20060425,19,11254,15080
297,20060423,20060423,17,20060428,12,11259,15088
298,20060424,20060424,17,20060515,17,11257,15081
299,20060425,20060425,19,20060510,14,11259,15080
300,20060426,20060427,20,20060515,20,11253,15100
301,20060427,20060427,21,20060508,11,11355,15101
302,20060428,20060429,22,20060513,10,11359,15102
303,20060429,20060429,19,20060514,19,11351,15103
304,20060430,20060430,24,20060512,12,11350,15104
305,20060501,20060501,25,20060510,25,11353,15105
306,20060502,20060502,23,20060514,12,11354,15106
307,20060503,20060503,27,20060508,27,11355,15107
308,20060504,20060504,25,20060525,25,11352,15108
309,20060505,20060505,29,20060514,29,11353,15109
310,20060506,20060506,24,20060511,24,11351,15110
311,20060507,20060507,31,20060511,34,11350,15085
312,20060508,20060508,11,20060509,12,11354,15101
313,20060509,20060509,12,20060517,33,11354,15101
314,20060510,20060511,34,20060515,12,11359,15085
315,20060511,20060511,35,20060519,35,11350,15089
316,20060512,20060512,12,20060517,12,11351,15104
317,20060513,20060513,37,20060522,37,11353,15082
318,20060514,20060514,12,20060527,25,11357,15106
319,20060515,20060515,39,20060523,39,11350,15083
320,20060516,20060517,40,20060521,4,11350,15124
321,20060517,20060517,1,20060525,1,11350,15121
322,20060518,20060518,21,20060624,38,11354,15122
323,20060519,20060519,3,20060618,33,11356,15123
324,20060520,20060521,4,20060620,34,11353,15124
325,20060521,20060521,5,20060529,5,11358,15125
326,20060522,20060525,25,20060613,25,11352,15126
327,20060523,20060523,21,20060603,10,11357,15127
328,20060524,20060525,8,20060611,14,11358,15128
329,20060525,20060525,23,20060602,16,11357,15129
